6.4987,6.6009,6.4668,6.5753,55766,0
6.6072,6.7669,6.5944,6.6263,49343,0
6.6391,6.6773,6.6072,6.6072,31643,0
6.5753,6.6072,6.5434,6.5816,27101,0
6.5753,6.6135,6.5562,6.5944,17387,0
